gps_time,lat,lon,lat_bd,lon_bd,speed,direction,located,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,satellites
2026-07-15 09:27:58,22.59681,113.870047,22.600116,113.881414,0.0,0,1,-2035,4219,15742,18,82,-3,14
2026-07-15 09:28:04,22.596812,113.870047,22.600118,113.881414,0.0,0,1,-2276,4436,16160,-81,-68,50,14
2026-07-15 09:28:09,22.596814,113.87005,22.60012,113.881417,0.0,0,1,-5602,4781,11751,-810,-413,-1100,14
2026-07-15 09:28:14,22.596815,113.870053,22.600121,113.88142,0.0,0,1,-2478,1793,16423,-42,-4,3,14
2026-07-15 09:28:19,22.596819,113.870059,22.600125,113.881426,0.0,0,1,-2405,659,16632,-14,17,101,15
2026-07-15 09:28:24,22.596812,113.870062,22.600118,113.881429,7.7,194,1,-369,893,17910,-26,-16,121,15
2026-07-15 09:28:25,22.596786,113.870064,22.600092,113.881431,14.6,177,1,-564,1916,16984,205,-116,-225,15
2026-07-15 09:28:26,22.596752,113.87007,22.600058,113.881437,15.0,169,1,-275,790,16720,132,7,-82,15
2026-07-15 09:28:27,22.596719,113.870091,22.600026,113.881458,17.6,142,1,-673,1564,17481,-85,13,391,15
2026-07-15 09:28:28,22.596684,113.870121,22.599991,113.881488,19.6,145,1,-1498,-183,16307,31,-1,-63,15
2026-07-15 09:28:31,22.596573,113.870185,22.59988,113.881551,14.2,157,1,-2206,573,16298,68,-33,-23,15
2026-07-15 09:28:32,22.59654,113.870205,22.599847,113.881571,16.5,150,1,-1715,487,15883,19,69,19,15
2026-07-15 09:28:33,22.596505,113.870232,22.599812,113.881598,18.1,144,1,-2807,482,16867,-18,7,-5,15
2026-07-15 09:28:38,22.596315,113.870387,22.599622,113.881753,20.0,146,1,-1533,306,16980,94,-13,-1,15
2026-07-15 09:28:43,22.596121,113.87058,22.599429,113.881945,19.7,143,1,-2531,341,15858,-69,114,-70,15
2026-07-15 09:28:48,22.595952,113.87075,22.59926,113.882115,16.8,142,1,-3315,558,16774,63,1,1,15
2026-07-15 09:28:51,22.595892,113.870814,22.599201,113.882179,6.2,149,1,-1271,949,16389,-103,-11,259,15
2026-07-15 09:28:52,22.595887,113.870834,22.599196,113.882199,8.2,102,1,-1125,331,16698,162,20,133,15
2026-07-15 09:28:53,22.595888,113.870867,22.599197,113.882232,13.2,85,1,-757,230,17431,-96,1,-222,15
2026-07-15 09:28:55,22.595908,113.87095,22.599217,113.882314,13.4,69,1,-3358,253,16530,6,-48,-47,15
2026-07-15 09:28:56,22.595921,113.870985,22.59923,113.882349,9.7,69,1,-2303,873,16518,28,25,8,15
2026-07-15 09:29:00,22.596008,113.871127,22.599317,113.882491,17.7,53,1,-1690,1716,16992,-185,23,-35,15
2026-07-15 09:29:01,22.596035,113.871167,22.599345,113.882531,18.0,57,1,-1733,509,15883,66,56,-1,15
2026-07-15 09:29:06,22.596135,113.871331,22.599445,113.882694,5.0,26,1,-1986,-397,15302,10,85,-112,15
2026-07-15 09:29:07,22.596142,113.871343,22.599452,113.882706,4.3,60,1,20,-734,18928,-111,24,-137,15
2026-07-15 09:29:08,22.596146,113.871356,22.599456,113.882719,4.5,80,1,-1678,791,16139,76,3,69,15
2026-07-15 09:29:09,22.596153,113.871374,22.599463,113.882737,8.3,62,1,-2242,133,18559,129,-7,-88,15
2026-07-15 09:29:11,22.596162,113.871429,22.599472,113.882792,10.5,105,1,-2334,752,15631,-28,-91,-15,15
2026-07-15 09:29:13,22.596146,113.87147,22.599456,113.882833,7.0,121,1,-2198,-533,14991,100,-4,-61,15
2026-07-15 09:29:17,22.596144,113.871533,22.599454,113.882896,9.6,56,1,-189,185,17558,90,49,-188,15
2026-07-15 09:29:20,22.596202,113.871624,22.599513,113.882986,16.9,59,1,-2033,1079,15830,30,46,7,15
2026-07-15 09:29:23,22.596263,113.871726,22.599574,113.883088,11.9,58,1,-1301,508,17010,-32,-21,-58,15
2026-07-15 09:29:26,22.596333,113.87182,22.599644,113.883182,14.6,64,1,-608,727,15617,-5,35,12,15
2026-07-15 09:29:28,22.596386,113.871902,22.599697,113.883264,17.9,54,1,-2528,1218,16043,-177,41,-42,15
2026-07-15 09:29:30,22.596434,113.87198,22.599745,113.883342,15.5,57,1,-2493,988,15905,-106,99,-43,15
2026-07-15 09:29:35,22.596566,113.872214,22.599878,113.883575,17.9,63,1,-2494,200,16966,19,24,-40,15
2026-07-15 09:29:37,22.596608,113.872288,22.59992,113.883649,13.0,61,1,-2451,880,17962,-36,-18,-50,15
2026-07-15 09:29:40,22.596685,113.87241,22.599997,113.88377,16.4,59,1,-2388,740,16599,-67,-28,5,15
2026-07-15 09:29:43,22.596755,113.872529,22.600067,113.883889,15.1,57,1,-2797,834,15742,-66,145,-16,15
2026-07-15 09:29:44,22.596778,113.872564,22.60009,113.883924,11.8,57,1,-3928,493,16925,130,163,35,15
2026-07-15 09:29:45,22.596803,113.872598,22.600115,113.883958,13.8,56,1,-2822,450,14651,-25,28,-3,15
2026-07-15 09:29:51,22.596872,113.872681,22.600184,113.884041,0.0,50,1,-973,1640,18266,53,-135,-56,15
2026-07-15 09:29:56,22.596929,113.872761,22.600241,113.884121,7.4,53,1,-915,1257,15632,-113,2,62,15
2026-07-15 09:30:01,22.597036,113.872904,22.600349,113.884263,10.2,39,1,-2657,1364,17373,34,11,-6,15
2026-07-15 09:30:02,22.597054,113.872918,22.600367,113.884277,5.5,37,1,-262,2852,17450,-95,55,-73,15
2026-07-15 09:30:05,22.597083,113.872954,22.600396,113.884313,5.4,49,1,-596,651,16306,-44,-75,-44,15
2026-07-15 09:30:07,22.597118,113.872995,22.600431,113.884354,9.0,59,1,-2930,141,15987,14,99,-1,15
2026-07-15 09:30:12,22.597161,113.873076,22.600474,113.884435,9.3,55,1,-1753,457,18111,-7,-3,35,15
2026-07-15 09:30:15,22.597222,113.873146,22.600535,113.884505,10.7,31,1,-713,399,16340,-5,-92,70,15
2026-07-15 09:30:18,22.59729,113.873169,22.600603,113.884528,7.1,354,1,-3071,900,17029,9,59,-19,15
2026-07-15 09:30:20,22.597332,113.873166,22.600645,113.884525,6.1,337,1,-1588,57,18185,72,-70,108,15
2026-07-15 09:30:22,22.597372,113.873154,22.600685,113.884513,9.5,314,1,-1211,531,16662,64,-28,-1,15
2026-07-15 09:30:27,22.597485,113.873118,22.600798,113.884477,8.1,332,1,-919,1115,14148,-3,51,7,15
2026-07-15 09:30:30,22.597589,113.87314,22.600902,113.884499,8.2,338,1,-1492,513,16565,19,42,55,15
2026-07-15 09:30:32,22.597659,113.87314,22.600972,113.884499,9.9,321,1,-1986,1736,17461,32,-51,106,15
2026-07-15 09:30:37,22.597804,113.873093,22.601117,113.884452,4.8,313,1,-1874,227,16501,11,-7,-24,15
2026-07-15 09:30:42,22.597872,113.873038,22.601185,113.884397,9.2,316,1,-2340,926,17162,-3,-14,-43,15
2026-07-15 09:30:47,22.597949,113.872974,22.601262,113.884333,9.0,306,1,-1814,1692,15566,7,30,-36,15
2026-07-15 09:30:50,22.597985,113.872936,22.601298,113.884295,0.0,318,1,232,956,16230,-20,-26,-4,15
2026-07-15 09:30:55,22.598076,113.872842,22.601389,113.884201,15.0,314,1,-2761,1151,16178,10,-53,1,15
2026-07-15 09:30:56,22.5981,113.872818,22.601413,113.884177,11.6,318,1,760,236,9388,-107,-175,19,15
2026-07-15 09:30:57,22.598121,113.872798,22.601434,113.884157,10.9,321,1,87,682,16378,58,-3,58,15
2026-07-15 09:31:00,22.598191,113.872727,22.601504,113.884086,14.1,308,1,-1052,319,19252,11,-65,-122,15
2026-07-15 09:31:03,22.598267,113.872636,22.601579,113.883996,17.0,314,1,-1743,1043,16895,2,-16,-13,16
2026-07-15 09:31:06,22.598374,113.872549,22.601686,113.883909,19.6,326,1,-1090,619,18024,52,-82,4,16
2026-07-15 09:31:09,22.598489,113.872441,22.601801,113.883801,20.8,313,1,-1641,955,16467,10,-42,26,16
2026-07-15 09:31:14,22.598662,113.87225,22.601974,113.88361,26.2,315,1,-3091,561,12964,-48,86,-33,16
2026-07-15 09:31:19,22.598882,113.872054,22.602194,113.883415,20.2,323,1,349,1896,19632,-188,-240,165,16
2026-07-15 09:31:24,22.599107,113.871836,22.602418,113.883197,28.0,316,1,-1827,858,16852,-14,-28,-13,16
2026-07-15 09:31:29,22.599343,113.871606,22.602654,113.882968,23.1,314,1,-2892,881,14822,1,53,-26,15
2026-07-15 09:31:32,22.599417,113.871536,22.602728,113.882898,4.0,123,1,-1508,460,16628,23,13,4,15
2026-07-15 09:31:36,22.599417,113.871541,22.602728,113.882903,0.0,123,1,-1120,1134,16720,-19,3,-2,15
2026-07-15 09:31:41,22.599418,113.871542,22.602729,113.882904,0.0,123,1,-1169,942,16713,5,2,2,15
2026-07-15 09:31:46,22.599419,113.871544,22.60273,113.882906,0.0,123,1,-1129,990,16732,-4,2,-2,17
2026-07-15 09:31:51,22.599421,113.871544,22.602732,113.882906,0.0,123,1,-1137,1037,16721,1,0,1,17
2026-07-15 09:31:56,22.599423,113.871545,22.602734,113.882907,0.0,123,1,869,902,17156,-18,-16,19,17
2026-07-15 09:31:59,22.59946,113.871508,22.602771,113.88287,13.7,316,1,722,888,17910,77,-27,-33,17
2026-07-15 09:32:01,22.599518,113.87145,22.602829,113.882812,15.2,318,1,-1355,1199,15395,-73,-80,11,18
2026-07-15 09:32:03,22.599571,113.871392,22.602881,113.882754,17.2,311,1,370,946,15946,41,75,44,18
2026-07-15 09:32:04,22.599604,113.871356,22.602914,113.882718,20.0,315,1,523,632,15923,15,92,-13,18
2026-07-15 09:32:09,22.599854,113.871112,22.603164,113.882475,24.7,317,1,-4763,1843,16933,21,1,-6,18
2026-07-15 09:32:12,22.599939,113.87104,22.603249,113.882403,6.9,324,1,-5290,1383,15369,-133,18,14,18
2026-07-15 09:32:17,22.599946,113.871032,22.603256,113.882395,0.0,324,1,-1432,-2527,16468,11,2,2,18
2026-07-15 09:32:22,22.599946,113.87103,22.603256,113.882393,0.0,324,1,-1599,-2256,16617,-4,-1,1,17
2026-07-15 09:32:27,22.599946,113.871027,22.603256,113.88239,0.0,324,1,-1591,-2382,16539,0,-1,1,17
2026-07-15 09:32:32,22.599944,113.871027,22.603254,113.88239,0.0,324,1,-1594,-2390,16526,1,2,-1,17
2026-07-15 09:32:37,22.599944,113.871027,22.603254,113.88239,0.0,324,1,-1668,-2345,16550,-3,0,1,17
2026-07-15 09:32:42,22.599945,113.871026,22.603255,113.882389,0.0,324,1,-1712,-2498,16471,0,-1,-2,18
2026-07-15 09:32:48,22.599946,113.871024,22.603256,113.882387,0.0,324,1,-2063,1264,17787,-63,18,-8,21
2026-07-15 09:32:51,22.599966,113.871,22.603276,113.882363,10.4,312,1,-699,696,18594,51,-36,128,21
2026-07-15 09:32:54,22.600038,113.870924,22.603347,113.882288,12.7,313,1,415,-836,16154,-44,-188,-109,21
2026-07-15 09:32:55,22.600064,113.870898,22.603373,113.882262,15.3,317,1,-478,460,16637,-8,39,-13,21
2026-07-15 09:32:56,22.600095,113.870868,22.603404,113.882232,18.1,318,1,-2257,1230,18800,24,-43,102,21
2026-07-15 09:33:00,22.600208,113.870756,22.603517,113.88212,15.4,318,1,-1348,1580,17598,-31,42,49,21
2026-07-15 09:33:01,22.600237,113.870729,22.603546,113.882093,15.9,318,1,-1464,226,16328,-14,26,-102,21
2026-07-15 09:33:06,22.600395,113.870583,22.603703,113.881947,17.7,315,1,-1590,750,18065,-38,90,-72,21
2026-07-15 09:33:11,22.600566,113.870419,22.603874,113.881784,18.1,318,1,-1956,648,14910,73,3,-1,21
2026-07-15 09:33:16,22.600725,113.870262,22.604032,113.881627,13.8,302,1,-3224,688,19952,-76,100,-63,21
2026-07-15 09:33:17,22.600746,113.870231,22.604053,113.881596,13.5,307,1,-2360,928,18119,-36,53,43,21
2026-07-15 09:33:20,22.60081,113.87014,22.604117,113.881505,15.8,313,1,-521,433,18250,111,-121,-43,21
2026-07-15 09:33:21,22.600842,113.870109,22.604149,113.881475,18.0,321,1,-554,1259,16538,-44,-60,76,21
2026-07-15 09:33:26,22.60101,113.869946,22.604316,113.881312,16.2,316,1,-1356,1051,16673,-44,-53,36,21
2026-07-15 09:33:31,22.601151,113.869808,22.604457,113.881174,11.6,320,1,-2354,660,15888,68,94,19,21
2026-07-15 09:33:32,22.601172,113.869785,22.604478,113.881151,12.0,309,1,-1832,1219,15312,56,72,31,21
2026-07-15 09:33:34,22.601234,113.869726,22.60454,113.881093,18.5,326,1,-883,1273,16370,-28,19,104,21
2026-07-15 09:33:39,22.601427,113.869545,22.604732,113.880912,18.6,317,1,-1463,697,15133,-3,205,-1,21
2026-07-15 09:33:43,22.601536,113.869421,22.60484,113.880788,13.5,305,1,-2037,516,17624,8,-49,-12,21
2026-07-15 09:33:46,22.601575,113.869322,22.604879,113.88069,14.3,293,1,-2358,-35,14400,93,125,-40,21
2026-07-15 09:33:47,22.601589,113.869289,22.604893,113.880657,12.2,298,1,-88,824,16050,-124,-34,-142,21
2026-07-15 09:33:48,22.601606,113.869261,22.60491,113.880629,12.2,311,1,-814,693,16281,150,21,64,21
2026-07-15 09:33:50,22.601665,113.869197,22.604969,113.880565,18.9,323,1,-1997,1294,17026,78,7,177,21
2026-07-15 09:33:53,22.601769,113.869092,22.605072,113.88046,16.1,308,1,-3057,25,19847,-104,-65,-122,21
2026-07-15 09:33:55,22.601822,113.869047,22.605125,113.880415,12.1,327,1,-65,71,18192,135,-74,2,21
2026-07-15 09:33:57,22.601879,113.868989,22.605182,113.880358,17.4,313,1,-405,200,15525,-43,-50,-37,21
2026-07-15 09:34:02,22.602062,113.868808,22.605364,113.880177,16.1,313,1,161,201,14694,-96,58,23,21
2026-07-15 09:34:07,22.602225,113.868644,22.605526,113.880014,17.6,320,1,-611,-16054,29705,7,-657,-3,21
2026-07-15 09:34:10,22.602307,113.868592,22.605608,113.879962,0.0,116,1,2396,2156,-15722,-45,34,22,21
2026-07-15 09:34:15,22.602311,113.868598,22.605612,113.879968,0.0,116,1,2412,2125,-15717,0,-1,2,21
2026-07-15 09:34:20,22.602316,113.868595,22.605617,113.879965,0.0,116,1,2405,2128,-15702,1,2,0,21
2026-07-15 09:34:25,22.60232,113.868593,22.605621,113.879963,0.0,116,1,2130,2127,-15757,1,3,0,21
2026-07-15 09:34:30,22.602321,113.868593,22.605622,113.879963,0.0,116,1,2132,2115,-15742,-1,1,0,21
2026-07-15 09:34:35,22.602322,113.868594,22.605623,113.879964,0.0,116,1,2141,2118,-15752,0,1,0,21
2026-07-15 09:34:40,22.602321,113.868596,22.605622,113.879966,0.0,116,1,2143,2114,-15763,-1,-1,2,21
2026-07-15 09:34:45,22.60232,113.868597,22.605621,113.879967,0.0,116,1,2155,2107,-15770,2,3,0,22
2026-07-15 09:34:49,22.60232,113.868597,22.605621,113.879967,0.0,116,1,2146,2111,-15784,0,0,3,22
2026-07-15 09:34:55,22.602318,113.868596,22.605619,113.879966,0.0,116,1,2157,2114,-15781,-1,2,0,22
2026-07-15 09:35:00,22.602319,113.868594,22.60562,113.879964,0.0,116,1,2162,2110,-15779,1,-2,0,21
2026-07-15 09:35:05,22.602319,113.868593,22.60562,113.879963,0.0,116,1,-6602,14203,-2083,-993,968,525,22
2026-07-15 09:35:09,22.602345,113.86856,22.605646,113.87993,0.0,325,1,-2423,523,14468,76,414,-370,22
2026-07-15 09:35:11,22.602354,113.868542,22.605655,113.879912,0.0,295,1,-572,240,14676,211,165,-471,22
2026-07-15 09:35:13,22.602368,113.868532,22.605669,113.879902,0.0,318,1,-4701,2482,14122,-526,250,164,22
2026-07-15 09:35:18,22.60237,113.86853,22.605671,113.8799,0.0,318,1,-1728,-2069,16558,26,-4,-3,22
2026-07-15 09:35:23,22.602374,113.868529,22.605675,113.879899,0.0,318,1,-1519,878,16574,-77,0,-12,22
2026-07-15 09:35:28,22.602378,113.868524,22.605679,113.879894,0.0,318,1,1165,1471,23075,-131,-111,134,22
2026-07-15 09:35:32,22.602381,113.868523,22.605682,113.879893,0.0,318,1,-1852,-846,17134,-527,124,-347,22
2026-07-15 09:35:37,22.602388,113.868514,22.605689,113.879884,0.0,318,1,352,-6867,16814,-93,439,-1016,22
2026-07-15 09:35:42,22.60239,113.86851,22.60569,113.87988,0.0,318,1,-1815,473,16432,-111,-6,100,22
2026-07-15 09:35:47,22.602391,113.86851,22.605691,113.87988,0.0,318,1,-217,-3062,16522,-5,-3,-2,22
2026-07-15 09:35:52,22.602391,113.868509,22.605691,113.879879,0.0,318,1,-159,-3109,16474,2,2,1,21
2026-07-15 09:35:57,22.602392,113.868508,22.605692,113.879878,0.0,318,1,-157,-3111,16481,0,-2,-1,21
2026-07-15 09:36:02,22.602392,113.868506,22.605692,113.879876,0.0,318,1,-146,-3125,16475,1,0,1,22
2026-07-15 09:36:07,22.602392,113.868504,22.605692,113.879874,0.0,318,1,-158,-3117,16464,-1,1,0,21
2026-07-15 09:36:12,22.602391,113.868502,22.605691,113.879872,0.0,318,1,-157,-3111,16479,2,0,1,21
2026-07-15 09:36:17,22.602389,113.868501,22.605689,113.879871,0.0,318,1,-159,-3115,16474,0,-1,-1,22
2026-07-15 09:36:22,22.602389,113.8685,22.605689,113.87987,0.0,318,1,-162,-3116,16473,1,0,1,22
2026-07-15 09:36:27,22.602387,113.868499,22.605687,113.879869,0.0,318,1,-176,-3091,16497,-1,-1,1,23
2026-07-15 09:36:32,22.602386,113.868499,22.605686,113.879869,0.0,318,1,132,-3097,16391,-9,2,-3,22
2026-07-15 09:36:37,22.602384,113.868498,22.605684,113.879868,0.0,318,1,-454,-3340,16450,-9,34,-11,22
2026-07-15 09:36:42,22.602384,113.868497,22.605684,113.879867,0.0,318,1,-170,-3253,16425,-2,0,-1,23
2026-07-15 09:36:47,22.602384,113.868497,22.605684,113.879867,0.0,318,1,-162,-3191,16466,1,1,2,23
2026-07-15 09:36:52,22.602386,113.868496,22.605686,113.879866,0.0,318,1,-3530,4515,20464,-287,-33,79,23
2026-07-15 09:36:57,22.602392,113.868488,22.605692,113.879858,0.0,318,1,6618,-3551,28013,1743,-1321,387,23
2026-07-15 09:37:00,22.602457,113.86842,22.605757,113.87979,14.5,314,1,4906,-5072,17468,-99,-914,325,23
2026-07-15 09:37:02,22.602513,113.868355,22.605813,113.879725,16.3,316,1,204,-4190,16891,-121,712,94,23
2026-07-15 09:37:07,22.602662,113.868205,22.605961,113.879576,15.9,316,1,2138,-3164,18748,172,-408,196,23
2026-07-15 09:37:12,22.602819,113.868047,22.606117,113.879418,15.1,313,1,3072,-2728,20018,981,-952,131,23
2026-07-15 09:37:17,22.602977,113.867898,22.606274,113.87927,16.8,315,1,-1030,-452,17343,198,369,-138,23
2026-07-15 09:37:19,22.603034,113.86784,22.606331,113.879212,15.7,319,1,-2640,-1938,15363,48,-141,210,23
2026-07-15 09:37:20,22.603066,113.86781,22.606363,113.879182,15.3,318,1,-1344,-1503,11221,-319,552,-56,23
2026-07-15 09:37:25,22.603225,113.867654,22.606521,113.879026,17.8,312,1,-2249,-1592,17463,63,504,270,23
2026-07-15 09:37:30,22.603384,113.867499,22.606679,113.878872,17.2,318,1,-2919,-26,17430,-115,94,293,23
2026-07-15 09:37:35,22.60355,113.867327,22.606844,113.8787,18.8,315,1,-966,1067,17827,217,127,62,23
2026-07-15 09:37:40,22.603727,113.86715,22.60702,113.878524,19.5,316,1,2999,1543,14046,490,262,117,23
2026-07-15 09:37:45,22.6039,113.866977,22.607192,113.878351,16.5,319,1,3045,-1878,15594,204,-366,-63,23
2026-07-15 09:37:47,22.60396,113.866917,22.607252,113.878292,17.4,317,1,2960,-467,13721,-257,-16,38,22
2026-07-15 09:37:48,22.603992,113.866886,22.607284,113.878261,16.1,316,1,-289,-1012,20851,-206,-640,-288,22
2026-07-15 09:37:53,22.604141,113.866733,22.607432,113.878108,17.7,318,1,-22026,11056,6806,4005,-8794,4695,20
2026-07-15 09:37:55,22.604181,113.86669,22.607472,113.878065,0.0,313,1,-219,208,16798,95,7,-178,22
2026-07-15 09:38:00,22.604182,113.86669,22.607473,113.878065,0.0,313,1,-266,184,16798,1,2,-1,18
2026-07-15 09:38:05,22.604183,113.866691,22.607474,113.878066,0.0,313,1,-261,176,16790,0,-1,0,19
2026-07-15 09:38:10,22.604185,113.866695,22.607476,113.87807,0.0,313,1,-256,177,16799,0,1,1,19
2026-07-15 09:38:15,22.604188,113.866697,22.607479,113.878072,0.0,313,1,-260,179,16797,0,0,0,20
2026-07-15 09:38:20,22.604189,113.866699,22.60748,113.878074,0.0,313,1,-264,185,16801,0,1,1,20
2026-07-15 09:38:25,22.604191,113.866701,22.607482,113.878076,0.0,313,1,-271,182,16796,1,0,1,20
2026-07-15 09:38:30,22.604193,113.866701,22.607484,113.878076,0.0,313,1,-264,177,16801,0,3,-2,19
2026-07-15 09:38:35,22.604194,113.866702,22.607485,113.878077,0.0,313,1,-251,181,16792,1,-1,2,20
2026-07-15 09:38:40,22.604195,113.866704,22.607486,113.878079,0.0,313,1,607,70,16692,-12,32,15,20
2026-07-15 09:38:45,22.604206,113.866703,22.607497,113.878078,0.0,313,1,-400,1851,13925,123,-85,78,19
2026-07-15 09:38:50,22.60421,113.8667,22.607501,113.878075,0.0,313,1,-2255,1812,16428,-9,-12,5,20
2026-07-15 09:38:55,22.604213,113.866699,22.607504,113.878074,0.0,313,1,-2169,1862,16541,-1,30,-4,20
2026-07-15 09:39:00,22.604216,113.866696,22.607507,113.878071,0.0,313,1,-2356,1787,16587,5,9,5,19
2026-07-15 09:39:05,22.604219,113.866692,22.60751,113.878067,0.0,313,1,-2156,1756,16381,25,153,-2,19
2026-07-15 09:39:10,22.604221,113.866689,22.607512,113.878064,0.0,313,1,-1509,1730,16613,-3,0,118,18
2026-07-15 09:39:15,22.604223,113.866686,22.607513,113.878061,0.0,313,1,-2268,-692,15325,-377,374,-1925,18
2026-07-15 09:39:20,22.604223,113.866684,22.607513,113.878059,0.0,313,1,-922,-13,16639,0,3,5,18
2026-07-15 09:39:25,22.604252,113.866648,22.607542,113.878023,7.0,308,1,-1485,618,17391,46,-40,15,18
2026-07-15 09:39:30,22.604342,113.866529,22.607631,113.877905,11.6,313,1,-1590,748,15483,19,-18,26,19
2026-07-15 09:39:33,22.60442,113.866437,22.607709,113.877813,15.5,313,1,-3018,867,19360,24,51,-32,20
2026-07-15 09:39:38,22.60457,113.866277,22.607858,113.877654,15.6,309,1,-1689,1556,18810,-13,-88,43,22
2026-07-15 09:39:43,22.604719,113.866123,22.608006,113.8775,17.1,322,1,-1686,571,15982,11,-66,0,20
2026-07-15 09:39:47,22.604847,113.866,22.608133,113.877377,16.0,319,1,-2805,92,14846,-61,-26,-78,20
2026-07-15 09:39:49,22.604904,113.865953,22.60819,113.877331,11.2,330,1,-2556,145,14549,18,18,61,21
2026-07-15 09:39:52,22.604956,113.865909,22.608241,113.877287,0.0,302,1,-2704,1112,16355,22,5,1,22
2026-07-15 09:39:57,22.60497,113.865906,22.608255,113.877284,0.0,302,1,-2516,1301,16594,-17,2,0,22
2026-07-15 09:40:02,22.604981,113.865901,22.608266,113.877279,0.0,302,1,-2207,1086,16597,1,2,-2,21
2026-07-15 09:40:07,22.604991,113.8659,22.608276,113.877278,0.0,302,1,-2193,1140,16603,0,-1,0,22
2026-07-15 09:40:12,22.604997,113.865898,22.608282,113.877276,0.0,302,1,-2212,1187,16593,1,-1,3,22
2026-07-15 09:40:17,22.605002,113.865893,22.608287,113.877271,0.0,302,1,-2201,1281,16565,1,1,-1,22
2026-07-15 09:40:22,22.605006,113.86589,22.608291,113.877268,0.0,302,1,-2160,1189,16583,13,-1,1,22
2026-07-15 09:40:27,22.605009,113.865885,22.608294,113.877263,0.0,302,1,-2216,1062,16606,-2,1,1,23
2026-07-15 09:40:32,22.605015,113.86588,22.6083,113.877258,0.0,302,1,-2232,1060,16570,2,-1,3,23
2026-07-15 09:40:37,22.605019,113.865877,22.608304,113.877255,0.0,302,1,-2179,1369,16608,-6,0,0,23
